id;user_id;search_keyword;search_type;result_count;ip_address;user_agent;created_at
166;;ホンダ;all;"0";114.17.50.173;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36";2025-11-14 15:33:02
167;;高市;all;"0";114.17.50.173;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36";2025-11-14 15:34:43
168;;高市;all;"0";114.17.50.173;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36";2025-11-14 15:45:59
169;;加藤;all;"0";114.17.50.173;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36";2025-11-14 15:47:26
171;"0";西村京太郎;ng_word_blocked;"0";47.128.53.53;"Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; spider-feedback@bytedance.com)";2025-11-14 16:08:41
172;;サイト;all;"0";114.17.50.173;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36";2025-11-14 16:08:51
173;;ててて;all;"0";114.17.50.173;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36";2025-11-14 16:09:25
174;958;高市;all;"0";114.17.50.173;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36";2025-11-14 16:11:23
175;;ポイント 投資;all;"0";66.249.77.199;"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; GoogleOther)";2025-11-14 17:02:38
176;;藤原紀香;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:17:04
177;;藤原紀香;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:17:32
178;;160;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:17:39
179;;160　身長;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:17:57
180;"0";西村京太郎;ng_word_blocked;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:18:05
181;;西村京太郎;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:18:05
182;"0";西村京太郎;ng_word_blocked;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:18:12
183;;西村京太郎;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:18:12
184;;特高;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:18:18
185;;特高;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:18:32
186;;女子高生;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:18:36
187;;女子高生;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:19:14
188;"0";ドイツ人;ng_word_blocked;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:19:21
189;"0";ドイツ人;ng_word_blocked;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:19:21
190;;ドイツ人;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:19:21
191;"0";ドイツ人;ng_word_blocked;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:19:34
192;"0";ドイツ人;ng_word_blocked;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:19:34
193;;ドイツ人;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:19:34
194;;少林寺拳法;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:19:43
195;;少林寺拳法;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:20:24
196;;レスリング;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:20:36
197;;キックボクシング;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:20:42
198;;用心棒;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:20:59
199;;パン;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:21:42
200;;メロン　スイカ;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:21:54
201;;腰パン;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:22:02
202;;腰パン;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:22:16
203;;フィリピン人;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:23:42
204;"0";自衛官;ng_word_blocked;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:23:53
205;;自衛官;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:23:53
206;;タンクトップ　ミニスカート;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:24:04
207;;ミニスカート;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:24:08
208;;自衛隊;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:24:27
209;;ロシア人;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:24:38
210;;メキシコ人;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:24:50
211;;生徒会長;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:25:01
212;;生徒会長;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:28:33
213;;喧嘩;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:28:40
214;;ケンカ;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:28:49
215;;学歴　豪遊;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:29:17
216;;学歴;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:29:20
217;;学歴;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:30:13
218;;パン;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:30:22
219;;パン　好き;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:30:38
220;;メロンパン;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:30:44
221;;LEE;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:31:05
222;;ドキドキ;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:32:57
223;;太股;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:33:14
224;;太股;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:38:22
225;;太股;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:38:39
226;;少林寺拳法部;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:41:04
227;;いじめ;all;"0";118.0.97.128;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36";2025-11-14 18:49:34
228;;ポイント 投資;all;"0";43.153.135.208;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";2025-11-14 18:51:39
229;"0";西村京太郎;ng_word_blocked;"0";43.166.239.145;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";2025-11-14 19:02:04
230;;西村京太郎;all;"0";43.166.239.145;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";2025-11-14 19:02:04
231;"0";ドイツ人;ng_word_blocked;"0";74.7.227.165;"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)";2025-11-14 19:04:25
232;"0";ドイツ人;ng_word_blocked;"0";74.7.227.165;"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)";2025-11-14 19:04:25
233;"0";西村京太郎;ng_word_blocked;"0";74.7.227.165;"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.3; +https://openai.com/gptbot)";2025-11-14 19:04:31
234;;160;all;"0";43.166.239.145;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";2025-11-14 19:22:19
235;;160;all;"0";52.167.144.236;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.68";2025-11-14 19:34:36
236;;太股;all;"0";43.166.244.192;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";2025-11-14 19:42:12
237;;高市;all;"0";43.153.96.79;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";2025-11-14 19:51:49
238;;高市;all;"0";170.106.180.246;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";2025-11-14 20:52:27
239;;パン;all;"0";43.166.136.202;"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";2025-11-14 21:01:47
240;;高市早苗;all;"0";51.75.18.6;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36";2025-11-15 00:08:43
241;;入園;all;"0";57.129.139.103;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36";2025-11-15 00:10:23
242;;お問い合わせ;all;"0";"23.146.184.230";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:37.0) Gecko/20100101 Firefox/37.0";2025-11-15 00:21:14
